Series Name,Match Date,Team1,Team1Runs,Team1WicketsFell,Team1ExtrasRec,Team2,Team2Runs,Team2WicketsFell,Team2ExtrasRec,Venue,Country,TossWinner,TossWinnerChoice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),29-10-2021,Afghanistan,147,6,12,Pakistan,148,5,5,Dubai,United Arab Emirates,Afghanistan,bat,Pakistan,Pakistan won by 5 wickets (with 6 balls remaining),64412,"['79157', '60436', '90143', '53809', '79163', '65861', '46888', '57022', '79159', '79151', '90165']","['54018', '56880', '65101', '19647', '8270', '64412', '84937', '48982', '72719', '103878', '95855']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),30-10-2021,Sri Lanka,142,10,9,South Africa,146,6,6,Sharjah,United Arab Emirates,South Africa,bowl,South Africa,South Africa won by 4 wickets (with 1 ball remaining),58408,"['93033', '52373', '78229', '56511', '78231', '78239', '61690', '70580', '67342', '101991', '78235']","['58406', '50416', '55398', '58190', '70277', '53891', '54430', '67296', '50309', '63651', '58408']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),30-10-2021,Australia,125,10,9,England,126,2,9,Dubai,United Arab Emirates,England,bowl,England,England won by 8 wickets (with 50 balls remaining),51421,"['48739', '35812', '50281', '54222', '54212', '49024', '64929', '64244', '53330', '58435', '51367']","['52290', '53271', '49309', '52161', '47055', '59832', '46597', '49496', '51421', '49427', '62490']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),31-10-2021,Afghanistan,160,5,7,Namibia,98,9,6,Abu Dhabi,United Arab Emirates,Afghanistan,bat,Afghanistan,Afghanistan won by 62 runs,79151,"['79157', '60436', '90143', '53809', '65861', '46888', '57022', '79163', '79159', '79151', '53326']","['53463', '80905', '95708', '65478', '70085', '48777', '67403', '63683', '53164', '74479', '54563']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),31-10-2021,India,110,7,4,New Zealand,111,2,7,Dubai,United Arab Emirates,New Zealand,bowl,New Zealand,New Zealand won by 8 wickets (with 33 balls remaining),67586,"['60530', '75325', '48405', '49752', '86165', '70633', '49247', '63477', '63646', '70640', '98673']","['48927', '58772', '51088', '58403', '80639', '57196', '64864', '62153', '49108', '67586', '51092']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),01-11-2021,England,163,4,6,Sri Lanka,137,10,2,Sharjah,United Arab Emirates,Sri Lanka,bowl,England,England won by 26 runs,53271,"['52290', '53271', '49309', '52161', '47055', '46597', '59832', '49496', '51421', '49427', '62490']","['93033', '52373', '78229', '78231', '56511', '61690', '78239', '70580', '67342', '101991', '78235']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",02-11-2021,Botswana,157,5,10,Sierra Leone,85,10,10,Kigali City,Rwanda,Botswana,bat,Botswana,Botswana won by 72 runs,53245,"['96954', '55147', '53245', '57009', '98611', '103973', '68484', '81439', '96955', '98615', '71147']","['103154', '96945', '110479', '110551', '110478', '56697', '71199', '65388', '56680', '103156', '68483']","['110551', '110551']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),02-11-2021,Bangladesh,84,10,7,South Africa,86,4,8,Abu Dhabi,United Arab Emirates,South Africa,bowl,South Africa,South Africa won by 6 wickets (with 39 balls remaining),67296,"['91277', '66691', '61619', '47986', '47352', '87075', '103786', '80875', '66808', '56825', '91235']","['58406', '50416', '55398', '70277', '58190', '53891', '54430', '67296', '50309', '63651', '58408']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",02-11-2021,Tanzania,242,6,21,Mozambique,155,9,11,Kigali City,Rwanda,Tanzania,bat,Tanzania,Tanzania won by 87 runs,110547,"['52091', '110547', '102732', '92345', '110549', '81447', '75737', '52090', '63110', '53182', '52093']","['103111', '68522', '103116', '103120', '103957', '103958', '103119', '103114', '110554', '103123', '103960']","['52091', '52091', '63110', '63110', '110554', '110554', '81447', '81447', '110547', '110547', '102732', '102732', '92345', '92345', '52090', '52090', '53182', '53182', '52093', '52093', '75737', '75737', '110549', '110549', '103119', '103119']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),02-11-2021,Pakistan,189,2,3,Namibia,144,5,4,Abu Dhabi,United Arab Emirates,Pakistan,bat,Pakistan,Pakistan won by 45 runs,54018,"['54018', '56880', '65101', '19647', '8270', '64412', '84937', '48982', '72719', '103878', '95855']","['61771', '80905', '53463', '65478', '48777', '67403', '95708', '74479', '70085', '63683', '95279']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",03-11-2021,Mozambique,209,5,20,Cameroon,38,10,6,Kigali City,Rwanda,Cameroon,bowl,Mozambique,Mozambique won by 171 runs,68522,"['103111', '68522', '103116', '103957', '103120', '103118', '103114', '103119', '103958', '103123', '103960']","['110560', '110557', '110565', '110566', '110568', '110567', '110556', '110562', '110555', '110564', '110561']","['110562', '110562', '110561', '110561', '110568', '110568', '110564', '110564', '110565', '110565', '110555', '110555', '103118', '103118', '110557', '110557', '110567', '110567', '110556', '110556', '110560', '110560', '110566', '110566']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),03-11-2021,New Zealand,172,5,20,Scotland,156,5,8,Dubai,United Arab Emirates,Scotland,bowl,New Zealand,New Zealand won by 16 runs,48927,"['48927', '58772', '51088', '58403', '80639', '57196', '64864', '62153', '49108', '67586', '51092']","['72409', '46048', '60303', '48469', '49112', '60198', '81813', '71959', '60201', '59616', '79841']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",03-11-2021,Sierra Leone,99,8,15,Tanzania,104,2,4,Kigali City,Rwanda,Sierra Leone,bat,Tanzania,Tanzania won by 8 wickets (with 55 balls remaining),110547,"['96945', '103154', '110479', '110551', '110478', '56697', '65388', '103156', '56680', '68483', '71202']","['52091', '110547', '102732', '52090', '110549', '81447', '75737', '92345', '63110', '53182', '52093']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),03-11-2021,India,210,2,5,Afghanistan,144,7,4,Abu Dhabi,United Arab Emirates,Afghanistan,bowl,India,India won by 66 runs,48405,"['60530', '48405', '86165', '70633', '49752', '61990', '49247', '63477', '12894', '63646', '70640']","['79157', '60436', '90143', '57022', '65861', '46888', '79163', '79159', '70961', '79151', '53326']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),04-11-2021,Bangladesh,73,10,5,Australia,78,2,4,Dubai,United Arab Emirates,Australia,bowl,Australia,Australia won by 8 wickets (with 82 balls remaining),58435,"['91277', '66691', '61619', '47986', '47352', '87075', '103786', '80875', '66808', '54674', '91235']","['48739', '35812', '50771', '54222', '50281', '54212', '49024', '64244', '53330', '58435', '51367']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),04-11-2021,Sri Lanka,189,3,13,West Indies,169,8,11,Abu Dhabi,United Arab Emirates,West Indies,bowl,Sri Lanka,Sri Lanka won by 20 runs,78229,"['93033', '52373', '78229', '61690', '70580', '78231', '56511', '78239', '67342', '101991', '70894']","['7568', '61413', '70405', '59349', '72393', '51012', '49040', '59339', '45257', '66259', '45258']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",05-11-2021,Cameroon,51,10,6,Botswana,54,1,2,Kigali City,Rwanda,Cameroon,bat,Botswana,Botswana won by 9 wickets (with 91 balls remaining),55147,"['110560', '110566', '110568', '110564', '110565', '110567', '110557', '110556', '110562', '110555', '110558']","['96954', '55147', '98611', '57009', '53245', '103973', '68484', '81439', '96955', '98615', '71147']","['110558', '110558']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),05-11-2021,New Zealand,163,4,7,Namibia,111,7,8,Sharjah,United Arab Emirates,Namibia,bowl,New Zealand,New Zealand won by 52 runs,57196,"['48927', '58772', '51088', '58403', '80639', '57196', '64864', '62153', '49108', '67586', '51092']","['61771', '80905', '65478', '70085', '48777', '67403', '95708', '53463', '74479', '94753', '54563']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",05-11-2021,Mozambique,96,9,4,Sierra Leone,97,5,13,Kigali City,Rwanda,Mozambique,bat,Sierra Leone,Sierra Leone won by 5 wickets (with 16 balls remaining),103154,"['103111', '68522', '103116', '103120', '103124', '103958', '103957', '103118', '103119', '103123', '103960']","['110551', '96945', '103154', '110479', '110478', '56697', '60471', '56680', '68483', '103156', '71202']","['103124', '103124']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),05-11-2021,Scotland,85,10,4,India,89,2,1,Dubai,United Arab Emirates,India,bowl,India,India won by 8 wickets (with 81 balls remaining),49247,"['72409', '46048', '60303', '48469', '49112', '60198', '81813', '71959', '60201', '59616', '79841']","['60530', '48405', '49752', '61990', '86165', '70633', '49247', '12894', '63646', '70640', '98673']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",06-11-2021,Botswana,152,5,11,Mozambique,100,10,7,Kigali City,Rwanda,Botswana,bat,Botswana,Botswana won by 52 runs,55147,"['96954', '55147', '53245', '57009', '103973', '98611', '81439', '103189', '96955', '98615', '71147']","['103111', '68522', '103120', '103116', '103958', '103957', '103114', '103124', '103119', '103123', '103960']",[]
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),06-11-2021,West Indies,157,7,9,Australia,161,2,10,Abu Dhabi,United Arab Emirates,Australia,bowl,Australia,Australia won by 8 wickets (with 22 balls remaining),48739,"['7568', '61413', '70405', '59349', '72393', '49040', '45257', '51012', '59339', '61941', '66259']","['48739', '35812', '50771', '54222', '50281', '54212', '49024', '64244', '53330', '58435', '51367']",[]
Namibia in Zimbabwe  - 2022 (2022),19-05-2022,Zimbabwe,122,8,8,Namibia,124,2,4,Bulawayo,Zimbabwe,Zimbabwe,bat,Namibia,Namibia won by 8 wickets (with 12 balls remaining),53463,"['51554', '87157', '47205', '59384', '52319', '88829', '101292', '64447', '66876', '79663', '60782']","['53463', '104954', '65478', '48777', '95708', '74479', '70085', '63683', '53164', '54563', '65868']",[]
ICC Men's T20 World Cup in Australia - 2022 (2022/23),06-11-2022,Bangladesh,127,8,6,Pakistan,128,5,11,Adelaide,Australia,Bangladesh,bat,Pakistan,Pakistan won by 5 wickets (with 11 balls remaining),95855,"['70872', '66691', '61619', '48277', '87075', '67276', '60030', '66808', '56825', '54674', '86321']","['54018', '56880', '56883', '106787', '49236', '63619', '84937', '105513', '103399', '103878', '95855']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",06-11-2021,Tanzania,240,5,28,Cameroon,62,10,5,Kigali City,Rwanda,Tanzania,bat,Tanzania,Tanzania won by 178 runs,52090,"['52091', '110547', '102732', '92345', '71131', '52090', '110549', '110548', '68235', '63110', '52093']","['110560', '110566', '110568', '110558', '110565', '110567', '110557', '110562', '110556', '110564', '110555']","['71131', '71131', '110548', '110548', '68235', '68235']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),06-11-2021,South Africa,189,2,7,England,179,8,7,Sharjah,United Arab Emirates,England,bowl,South Africa,South Africa won by 10 runs,55398,"['50416', '58406', '55398', '70277', '58190', '53891', '54430', '67296', '50309', '63651', '58408']","['52290', '53271', '46597', '52161', '49309', '59832', '47055', '49496', '51421', '49427', '56993']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",07-11-2021,Cameroon,89,9,9,Sierra Leone,90,4,20,Kigali City,Rwanda,Cameroon,bat,Sierra Leone,Sierra Leone won by 6 wickets (with 47 balls remaining),103154,"['110560', '110566', '110568', '110565', '110567', '110557', '110562', '110556', '110555', '110564', '110559']","['103154', '96945', '110479', '110551', '110478', '56697', '60471', '56680', '68483', '103156', '103151']","['110559', '110559']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),07-11-2021,Afghanistan,124,8,5,New Zealand,125,2,4,Abu Dhabi,United Arab Emirates,Afghanistan,bat,New Zealand,New Zealand won by 8 wickets (with 11 balls remaining),51092,"['79157', '60436', '90143', '57022', '65861', '46888', '79163', '79159', '90165', '79151', '53326']","['48927', '58772', '51088', '58403', '80639', '57196', '64864', '62153', '49108', '67586', '51092']",[]
"ICC Men's T20 World Cup Sub Regional Africa A Botswana, Cameroon, Mozambique, Sierra Leone, Tanzania in Rwanda - 2021 (2021/22)",07-11-2021,Tanzania,143,10,6,Botswana,140,7,13,Kigali City,Rwanda,Tanzania,bat,Tanzania,Tanzania won by 3 runs,92345,"['52091', '110547', '102732', '92345', '52090', '75737', '81447', '110549', '63110', '52093', '53182']","['96954', '55147', '57009', '53245', '103973', '98611', '81439', '98615', '68484', '96955', '71147']",[]
ICC Men's T20 World Cup Americas Region Qualifier in West Indies - 2021 (2021/22),07-11-2021,Belize,64,9,2,U.S.A.,68,0,8,Coolidge,West Indies,U.S.A.,bowl,U.S.A.,U.S.A. won by 10 wickets (with 94 balls remaining),56870,"['103576', '68832', '103577', '105138', '103585', '105134', '110657', '110656', '105136', '105142', '110659']","['56870', '103569', '49032', '49174', '88991', '47107', '102004', '61314', '59607', '48863', '55324']","['103585', '103585', '49032', '55324', '110656', '110656', '110657', '110657', '110659', '110659']"
ICC Men's T20 World Cup Americas Region Qualifier in West Indies - 2021 (2021/22),07-11-2021,Canada,190,5,19,Bahamas,68,10,2,North Sound,West Indies,Bahamas,bowl,Canada,Canada won by 122 runs,60163,"['60142', '65665', '80083', '103571', '57366', '60163', '95122', '65839', '84169', '110664', '64426']","['52912', '70664', '47948', '49645', '49637', '110668', '60159', '110666', '110667', '62530', '52916']","['65839', '110666', '110666', '62530', '62530', '49645', '70664', '70664', '110664', '110664', '49637', '110668', '110668', '52912', '47948', '47948', '60159', '60159', '65665', '65665', '110667', '110667', '52916', '52916']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),07-11-2021,Pakistan,189,4,10,Scotland,117,6,12,Sharjah,United Arab Emirates,Pakistan,bat,Pakistan,Pakistan won by 72 runs,8270,"['54018', '56880', '65101', '19647', '8270', '64412', '84937', '48982', '72719', '103878', '95855']","['72409', '46048', '60303', '48469', '77237', '60198', '81813', '71959', '60201', '79841', '76927']",[]
ICC Men's T20 World Cup Americas Region Qualifier in West Indies - 2021 (2021/22),07-11-2021,Panama,85,8,15,U.S.A.,86,1,6,Coolidge,West Indies,Panama,bat,U.S.A.,U.S.A. won by 9 wickets (with 64 balls remaining),55324,"['110677', '105176', '105168', '105180', '56611', '56606', '105172', '103711', '103702', '105171', '103707']","['61314', '47107', '88991', '55324', '49032', '49174', '56870', '85811', '102004', '103569', '59607']","['103702', '103702', '85811', '103707', '103707', '103711', '103711', '56606', '56606', '56611', '56611', '105176', '105176', '110677', '110677']"
ICC Men's T20 World Cup Americas Region Qualifier in West Indies - 2021 (2021/22),08-11-2021,Canada,234,3,19,Belize,89,6,11,Coolidge,West Indies,Canada,bat,Canada,Canada won by 145 runs,80083,"['60142', '65665', '80083', '103571', '60163', '57366', '95122', '65839', '84169', '110664', '64426']","['103576', '105138', '110659', '103585', '103577', '110660', '105134', '110656', '110662', '105136', '68832']","['110662', '110662', '110660', '110660']"
ICC Men's T20 World Cup Americas Region Qualifier in West Indies - 2021 (2021/22),08-11-2021,Bahamas,121,10,17,Argentina,109,5,1,North Sound,West Indies,Bahamas,bat,Bahamas,Bahamas won by 12 runs,52912,"['52912', '70664', '47948', '49645', '49637', '110667', '110668', '60159', '110666', '110665', '52916']","['106528', '60131', '9744', '105814', '9750', '110655', '52127', '64733', '106526', '52887', '60133']","['105814', '105814', '110665', '110665', '52127', '52127', '110655', '110655']"
ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),08-11-2021,Namibia,132,8,17,India,136,1,1,Dubai,United Arab Emirates,India,bowl,India,India won by 9 wickets (with 28 balls remaining),49247,"['61771', '80905', '53463', '65478', '95708', '48777', '67403', '70085', '63683', '74479', '54563']","['60530', '48405', '61990', '49752', '86165', '70633', '49247', '12894', '63646', '70640', '95219']",[]
ICC Men's T20 World Cup Americas Region Qualifier in West Indies - 2021 (2021/22),08-11-2021,Belize,143,8,19,Panama,131,8,14,Coolidge,West Indies,Belize,bat,Belize,Belize won by 12 runs,105134,"['103576', '68832', '110657', '105134', '105138', '103577', '110659', '105136', '110658', '110656', '105142']","['110677', '110675', '105168', '105180', '56606', '105172', '103711', '56611', '103702', '105171', '110676']","['110658', '110658', '110676', '110676', '110675', '110675']"
ICC Men's T20 World Cup Americas Region Qualifier in West Indies - 2021 (2021/22),08-11-2021,U.S.A.,172,10,7,Bermuda,149,8,9,North Sound,West Indies,U.S.A.,bat,U.S.A.,U.S.A. won by 23 runs,88991,"['56870', '103569', '47107', '88991', '61314', '55324', '49174', '102004', '85811', '48863', '59607']","['57707', '72553', '63435', '70914', '57721', '49870', '71655', '102189', '57723', '110663', '50292']","['110663', '110663', '57707']"
